City ID,City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
95,jamestown,US,1,1632165226,69,42.097,-79.2353,78.39,10.36
96,port alfred,ZA,14,1632165227,60,-33.5906,26.891,58.23,34.78
97,yakeshi,CN,100,1632164780,79,49.2833,120.7333,46.62,4.68
98,kaitangata,NZ,100,1632164785,85,-46.2817,169.8464,45.09,4.63
99,new norfolk,AU,34,1632165228,95,-42.7826,147.0587,44.1,4.23
100,hithadhoo,MV,99,1632165228,72,-0.6,73.0833,83.8,11.41
101,ponta do sol,PT,14,1632165229,79,32.6667,-17.1,74.03,4.18
102,nova olimpia,BR,0,1632165229,9,-14.7972,-57.2881,108.25,6.82
103,atuona,PF,21,1632165229,75,-9.8,-139.0333,77.41,20.98
104,springbok,ZA,37,1632165230,64,-29.6643,17.8865,49.64,8.95
105,payo,ID,100,1632165230,98,-3.7508,103.6372,71.64,2.15
106,waterford,US,90,1632165231,65,42.7023,-83.4027,81.5,8.05
107,mizdah,LY,0,1632165231,17,31.4451,12.9801,84.56,5.64
108,saint george,US,1,1632165106,23,37.1041,-113.5841,81.07,0.0
109,lebu,CL,0,1632165232,70,-37.6167,-73.65,52.88,20.76
110,tigil,RU,100,1632164874,96,57.8,158.6667,46.38,9.69
111,maragheh,IR,0,1632165233,24,37.3917,46.2398,68.54,3.02
112,lar,IN,91,1632165233,81,26.2039,83.9717,81.28,7.09
113,emmaus,US,40,1632165234,48,40.5395,-75.4968,78.37,10.36
114,bairiki,KI,40,1632165234,78,1.3292,172.9752,80.6,9.22
115,kahului,US,20,1632165235,57,20.8947,-156.47,83.46,18.41
116,presidencia roque saenz pena,AR,83,1632165235,61,-26.7852,-60.4388,80.4,16.15
117,matara,LK,67,1632164871,89,5.9485,80.5353,78.15,8.25
118,deep river,CA,100,1632165161,31,46.1001,-77.4995,71.35,8.97
119,san juan,AR,6,1632165236,22,-31.5375,-68.5364,67.66,18.97
120,siilinjarvi,FI,0,1632165237,81,63.0833,27.6667,41.02,8.05
121,ribeira grande,PT,20,1632165237,68,38.5167,-28.7,72.0,17.27
122,chokurdakh,RU,93,1632165238,87,70.6333,147.9167,22.86,7.4
123,grand falls,CA,0,1632165238,47,47.0461,-67.7418,70.36,7.07
124,mahibadhoo,MV,11,1632165239,77,3.7833,72.9667,81.82,10.11
125,lazo,RU,100,1632165239,83,43.3817,133.9014,56.3,1.74
126,kirakira,SB,81,1632165239,87,-10.4544,161.9205,77.99,9.37
127,qaanaaq,GL,84,1632165240,71,77.484,-69.3632,16.18,9.15
128,valparaiso,CL,0,1632165236,45,-33.0393,-71.6273,73.04,13.8
129,skibbereen,IE,100,1632165241,86,51.55,-9.2667,60.6,2.93
130,port moresby,PG,84,1632165242,93,-9.4431,147.1797,74.73,4.63
131,lamar,US,1,1632165242,41,33.6668,-95.5836,96.71,13.8
132,hermanus,ZA,6,1632164645,61,-34.4187,19.2345,54.59,4.56
133,daru,PG,100,1632165243,90,-9.0763,143.2092,76.66,15.43
134,newport,GB,4,1632165243,80,51.5877,-2.9984,62.64,2.84
135,isabela,PH,100,1632165244,84,6.7085,121.9711,78.21,0.96
136,dagana,MR,7,1632165244,21,16.5165,-15.5068,101.57,12.97
137,laguna,US,1,1632165245,26,38.421,-121.4238,84.49,14.97
138,santa rosa,PH,100,1632165245,89,14.3122,121.1114,77.68,5.3
139,esperance,AU,6,1632165246,87,-33.8667,121.9,45.75,12.03
140,provideniya,RU,90,1632165247,69,64.3833,-173.3,30.31,6.71
141,dafeng,CN,17,1632165247,84,23.4517,108.5881,78.33,2.33
142,pevek,RU,97,1632165248,83,69.7008,170.3133,26.31,4.45
143,marzuq,YE,100,1632165248,50,14.4,46.4667,81.25,4.54
144,yulara,AU,0,1632165249,33,-25.2406,130.9889,55.24,13.8
145,dongsheng,CN,0,1632165249,54,39.8161,109.9776,56.66,6.8
146,mar del plata,AR,20,1632164950,67,-38.0023,-57.5575,55.42,18.41
147,shenjiamen,CN,67,1632165250,89,29.9576,122.298,73.17,8.39
148,azoyu,MX,5,1632165250,63,16.7167,-98.7333,86.85,6.64
149,tafresh,IR,0,1632165251,23,34.692,50.013,68.88,5.37
150,punta de bombon,PE,92,1632165252,73,-17.1717,-71.7931,62.83,8.23
151,umm lajj,SA,13,1632165252,49,25.0213,37.2685,88.54,8.63
152,bluff,NZ,100,1632165253,89,-46.6,168.3333,47.61,16.51
153,georgetown,MY,40,1632164977,94,5.4112,100.3354,78.73,0.0
154,longyearbyen,SJ,100,1632165254,97,78.2186,15.6401,41.34,5.53
155,polson,US,86,1632165255,66,47.6936,-114.1632,55.54,5.75
156,narsaq,GL,3,1632165255,60,60.9167,-46.05,43.02,1.21
157,butaritari,KI,58,1632164965,77,3.0707,172.7902,82.35,12.06
158,lazaro cardenas,MX,84,1632165256,70,17.9583,-102.2,85.41,4.72
159,emerald,AU,17,1632165067,29,-23.5333,148.1667,66.69,11.07
160,victoria,HK,89,1632165054,80,22.2855,114.1577,84.25,5.79
161,cabra,ES,0,1632165257,28,37.4725,-4.4421,78.24,3.24
162,suez,EG,0,1632165257,62,29.9737,32.5263,78.13,11.16
163,carmen,MX,40,1632165258,62,18.6333,-91.8333,89.64,8.05
164,torbay,CA,75,1632165259,71,47.6666,-52.7314,48.97,25.32
165,khani,GE,1,1632165259,88,41.9563,42.9566,54.97,5.57
166,cedar city,US,1,1632165144,25,37.6775,-113.0619,61.77,13.8
167,sokoni,TZ,0,1632165260,75,-6.4333,39.55,77.04,15.73
168,port-gentil,GA,100,1632165260,84,-0.7193,8.7815,77.11,14.65
169,kavieng,PG,100,1632165261,76,-2.5744,150.7967,80.35,4.54
170,antalaha,MG,81,1632165261,73,-14.9003,50.2788,70.2,8.3
171,bonavista,CA,100,1632165262,67,48.6499,-53.1147,48.2,28.5
172,nago,JP,5,1632165263,72,26.5881,127.9761,81.45,1.43
173,inuvik,CA,75,1632165263,61,68.3499,-133.7218,47.16,3.44
174,cabo san lucas,MX,75,1632165215,94,22.8909,-109.9124,81.7,9.22
175,saskylakh,RU,100,1632165264,87,71.9167,114.0833,31.46,4.52
176,diego de almagro,CL,79,1632165089,15,-26.3667,-70.05,78.48,10.09
177,road town,VG,20,1632165264,79,18.4167,-64.6167,87.84,4.61
178,mana,GF,34,1632164880,66,5.6592,-53.7767,85.8,11.27
179,alugan,PH,94,1632165265,83,12.2188,125.4808,79.14,5.01
180,lasa,IT,100,1632165266,94,46.6166,10.7002,58.91,2.71
181,geraldton,AU,0,1632164736,48,-28.7667,114.6,64.81,16.11
182,nikolskoye,RU,98,1632165266,68,59.7035,30.7861,44.49,8.93
183,lorengau,PG,100,1632165267,84,-2.0226,147.2712,78.84,6.11
184,iqaluit,CA,90,1632165267,64,63.7506,-68.5145,31.73,4.61
185,acapulco,MX,20,1632165175,62,16.8634,-99.8901,89.42,4.61
186,luanda,AO,4,1632165239,87,-8.8368,13.2343,72.28,13.58
187,awbari,LY,0,1632164746,17,26.5921,12.7805,85.78,8.25
188,griffith,US,90,1632165268,69,41.5284,-87.4237,82.33,11.5
189,santa ines,BR,55,1632165269,40,-3.6667,-45.38,92.35,6.69
190,ahome,MX,98,1632165269,57,25.9167,-109.1833,85.95,12.97
191,ratnagiri,IN,100,1632165270,88,16.9833,73.3,78.48,4.14
192,imeni poliny osipenko,RU,99,1632165270,76,52.4201,136.4853,47.7,4.05
193,thurso,GB,100,1632165270,84,58.5927,-3.5259,55.65,18.84
194,cockburn town,TC,68,1632165271,78,21.4612,-71.1419,82.65,16.42
195,bayanday,RU,100,1632165271,90,53.0661,105.5139,47.05,15.93
196,constitucion,CL,0,1632165272,54,-35.3333,-72.4167,59.29,15.39
197,codrington,AU,96,1632165273,67,-38.2667,141.9667,45.39,19.08
198,kruisfontein,ZA,24,1632165273,60,-34.0033,24.7314,52.65,23.26
199,muros,ES,0,1632165274,74,42.7762,-9.0603,63.1,16.4
200,bull savanna,JM,64,1632165274,66,17.8868,-77.5902,82.22,4.83
201,luoyang,CN,0,1632165275,69,34.6836,112.4536,66.69,6.93
202,clyde river,CA,20,1632165275,74,70.4692,-68.5914,32.23,17.27
203,ambilobe,MG,22,1632165276,70,-13.2,49.05,71.33,7.23
204,hecun,CN,0,1632165277,64,36.5333,114.1111,67.57,11.12
205,eureka,US,0,1632165124,59,40.8021,-124.1637,66.81,10.25
206,faanui,PF,16,1632165277,70,-16.4833,-151.75,78.53,15.23
207,broken hill,AU,1,1632165278,76,-31.95,141.4333,40.95,16.89
208,mount isa,AU,100,1632165279,23,-20.7333,139.5,69.57,21.85
209,leshukonskoye,RU,16,1632164826,89,64.8989,45.7622,33.67,2.44
210,garissa,KE,6,1632165279,61,-0.4536,39.6401,78.22,22.93
211,sandwick,GB,40,1632165280,87,60.0,-1.25,53.42,19.57
212,mayo,US,40,1632165280,47,38.8876,-76.5119,79.21,6.91
213,great falls,US,75,1632165206,31,47.5002,-111.3008,61.99,11.5
214,nizwa,OM,4,1632165281,50,22.9333,57.5333,85.37,5.82
215,te anau,NZ,100,1632165281,98,-45.4167,167.7167,40.75,0.78
216,bilibino,RU,76,1632165282,88,68.0546,166.4372,15.31,5.91
217,dingle,PH,100,1632165282,95,10.9995,122.6711,74.62,1.5
218,pontianak,ID,100,1632165283,92,-0.0333,109.3333,75.24,1.03
219,macherla,IN,100,1632165284,80,16.4833,79.4333,79.23,2.91
220,grindavik,IS,75,1632165284,87,63.8424,-22.4338,46.35,19.57
221,rancho palos verdes,US,1,1632165207,47,33.7445,-118.387,84.18,6.91
222,sherpur,BD,22,1632165285,93,25.0188,90.0175,75.31,6.02
223,bambous virieux,MU,75,1632165286,68,-20.3428,57.7575,70.05,16.11
224,pskov,RU,75,1632165286,75,57.8136,28.3496,42.71,11.18
225,marakkanam,IN,100,1632165287,77,12.2,79.95,82.56,14.09
226,padang,ID,73,1632165287,90,-0.9492,100.3543,75.25,3.18
227,manyana,BW,0,1632165288,15,-23.4,21.7167,68.04,15.35
228,college,US,90,1632165288,67,64.8569,-147.8028,35.55,5.75
229,gigmoto,PH,100,1632165289,85,13.7796,124.39,80.19,7.0
230,san jose,US,1,1632164994,26,37.3394,-121.895,81.68,3.44
231,vetlanda,SE,100,1632165289,92,57.4289,15.0776,48.07,3.15
232,huanren,CN,100,1632165290,96,41.2647,125.3667,61.79,5.57
233,chilliwack,CA,93,1632165000,86,49.1747,-121.9443,61.18,1.81
234,kuching,MY,40,1632165291,94,1.55,110.3333,75.42,2.3
235,wladyslawowo,PL,15,1632165292,66,54.7909,18.4009,47.75,14.16
236,xichang,CN,0,1632165293,82,27.8964,102.2634,60.66,2.1
237,robe,AU,100,1632165294,58,-37.1833,139.75,50.79,23.89
238,lubango,AO,18,1632165294,37,-14.9172,13.4925,68.23,4.43
239,ginda,IN,86,1632165295,95,30.6945,78.4932,65.1,1.01
240,fairbanks,US,90,1632165295,66,64.8378,-147.7164,35.56,4.61
241,ostrovnoy,RU,94,1632165296,78,68.0531,39.5131,37.72,9.64
242,jales,BR,0,1632165296,10,-20.2689,-50.5458,104.16,8.3
243,chicama,PE,3,1632165297,59,-7.8447,-79.1469,72.73,11.92
244,kupang,ID,93,1632165297,77,-10.1667,123.5833,75.02,8.03
245,talnakh,RU,81,1632165298,86,69.4865,88.3972,30.43,4.76
246,busayra,JO,0,1632165298,36,30.7376,35.6078,72.88,3.83
247,beringovskiy,RU,100,1632165299,94,63.05,179.3167,41.13,7.4
248,mayna,RU,100,1632165299,54,54.1135,47.6231,45.18,12.84
249,guerrero negro,MX,0,1632165300,51,27.9769,-114.0611,78.6,9.6
250,vardo,NO,0,1632165301,65,70.3705,31.1107,44.8,19.57
251,khandyga,RU,100,1632165301,97,62.6667,135.6,33.55,1.74
252,sangar,RU,14,1632165302,95,63.9242,127.4739,30.97,1.57
253,krasnaya gora,RU,100,1632165302,98,52.9995,31.6023,45.05,9.46
254,hualmay,PE,13,1632165303,70,-11.0964,-77.6139,65.97,10.56
255,viedma,AR,0,1632165263,21,-40.8135,-62.9967,65.01,13.15
256,sao filipe,CV,99,1632165304,80,14.8961,-24.4956,80.06,6.87
257,srivardhan,IN,65,1632165305,88,18.0333,73.0167,78.19,1.16
258,hohhot,CN,0,1632165305,93,40.8106,111.6522,44.89,4.47
259,aykhal,RU,100,1632165306,81,66.0,111.5,35.1,5.48
260,bolgatanga,GH,41,1632165306,60,10.7856,-0.8514,83.89,4.18
261,kamenka,RU,100,1632165307,81,51.3223,42.7678,48.22,16.06
262,mackay,AU,4,1632164788,89,-21.15,149.2,64.15,6.46
263,brownwood,US,1,1632165307,26,31.7093,-98.9912,99.72,10.36
264,lokosovo,RU,100,1632165308,71,61.1333,74.8167,36.45,12.88
265,hamilton,US,90,1632165308,91,39.1834,-84.5333,76.75,4.61
266,pochutla,MX,100,1632165309,58,15.7432,-96.4661,86.85,5.84
267,pisco,PE,14,1632165309,65,-13.7,-76.2167,66.51,8.61
268,port hawkesbury,CA,1,1632165310,55,45.6169,-61.3485,63.99,10.36
269,airai,TL,87,1632165310,66,-8.9266,125.4092,57.15,3.94
270,haines junction,CA,100,1632165311,87,60.7522,-137.5108,39.15,0.0
271,michigan city,US,100,1632165203,86,41.7075,-86.895,81.1,16.37
272,mwinilunga,ZM,5,1632165312,22,-11.7358,24.4293,70.0,4.72
273,trebinje,BA,0,1632165267,68,42.7119,18.3442,68.36,4.61
274,qaqortoq,GL,0,1632165312,63,60.7167,-46.0333,43.3,1.23
275,leh,IN,97,1632165313,46,34.1667,77.5833,59.72,5.19
276,severo-kurilsk,RU,98,1632165313,85,50.6789,156.125,47.68,26.62
277,alihe,CN,100,1632165313,92,50.5667,123.7167,44.71,1.95
278,harper,LR,87,1632165314,83,4.375,-7.7169,78.46,5.23
279,auki,SB,22,1632165314,90,-8.7676,160.7034,75.96,4.16
280,baykit,RU,100,1632165315,97,61.67,96.37,38.97,6.49
281,tessalit,ML,0,1632165315,9,20.1986,1.0114,96.33,5.68
282,likasi,CD,0,1632165316,28,-10.9814,26.7333,71.47,3.94
283,iraray,PH,100,1632165316,82,8.9936,118.0511,77.85,2.06
284,aklavik,CA,100,1632165317,68,68.2191,-135.0107,47.12,5.95
285,rudnogorsk,RU,100,1632165317,92,57.2639,103.7519,44.49,6.64
286,zhigansk,RU,100,1632165318,73,66.7697,123.3711,34.07,6.55
287,ponta delgada,PT,40,1632165070,78,37.7333,-25.6667,70.52,9.22
288,mount gambier,AU,88,1632165319,64,-37.8333,140.7667,45.64,12.03
289,zhuanghe,CN,100,1632165320,87,39.7008,122.9911,66.06,20.54
290,klaksvik,FO,81,1632165320,80,62.2266,-6.589,52.72,39.08
291,lagoa,PT,0,1632165321,69,39.05,-27.9833,69.82,10.6
292,ampanihy,MG,0,1632165321,79,-24.7,44.75,63.3,6.8
293,bethel,US,20,1632165076,50,41.3712,-73.414,75.31,9.22
294,riviere-au-renard,CA,0,1632165322,63,48.9957,-64.3971,55.4,12.64
295,avera,US,100,1632164790,97,33.194,-82.5271,76.51,12.46
296,mareeba,AU,100,1632165322,97,-17.0,145.4333,61.52,2.62
297,half moon bay,US,1,1632165323,25,37.4636,-122.4286,84.02,0.0
298,usinsk,RU,100,1632165324,85,65.9939,57.5281,36.21,11.41
299,vostok,RU,100,1632164740,86,46.4856,135.8833,45.23,4.32
300,aginskoye,RU,58,1632165324,93,51.1,114.53,48.4,3.85
301,manggar,ID,100,1632165325,76,-2.8833,108.2667,79.92,6.13
302,tocopilla,CL,100,1632165319,70,-22.092,-70.1979,65.3,9.35
303,adrar,MR,5,1632165326,14,20.5022,-10.0711,99.12,10.51
